Epoch,Step,Critic Real Loss,Critic Synthetic Loss,Critic Interpolated Loss,Generator Synthetic Loss,Critic Training Time Per Step,Generator Training Time Per Step,Overhead Time Per Step,Total Runtime
0,0,-1.0919164,0.33194113,0.010397756,-0.29568756,0.7113058567047119,0.3859570026397705,3.9640629291534424,5.061343193054199
0,1,-0.6987376,0.6960827,0.015787309,-0.32893872,0.38762497901916504,0.2651331424713135,0.07182502746582031,5.8043317794799805
0,2,-0.88105917,0.702499,0.011465447,-0.868932,0.25858521461486816,0.2725849151611328,0.06280398368835449,6.404613971710205
0,3,-1.0080446,0.728124,0.023366539,-0.84590226,0.30339813232421875,0.24668073654174805,0.18381524085998535,7.145249128341675
0,4,-0.92407745,0.7143463,0.011280494,-0.7063004,0.26473498344421387,0.26783323287963867,0.06962299346923828,7.75415301322937
0,5,-1.0041838,0.512619,0.020888124,-0.9602561,0.28478097915649414,0.3508617877960205,0.060537099838256836,8.458620071411133
0,6,-1.2159978,0.8443811,0.02912852,-0.7730542,0.24412226676940918,0.379544734954834,0.06236100196838379,9.151092052459717
0,7,-1.5089,0.7460172,0.030150913,-0.52595305,0.2514967918395996,0.24300408363342285,0.06049704551696777,9.712454080581665
0,8,-1.5947824,1.2452155,0.06467455,-1.4764843,0.2445988655090332,0.2587270736694336,0.0612940788269043,10.283692836761475
0,9,-1.8019476,1.6731849,0.043748096,-1.8338617,0.24510908126831055,0.22920012474060059,0.0557408332824707,10.820466041564941
0,10,-2.0811365,2.165553,0.01771489,-2.1734748,0.24425864219665527,0.22530293464660645,2.7689473628997803,14.06547498703003
0,11,-2.58295,2.3545861,0.016579662,-2.1287584,0.3739891052246094,0.264819860458374,0.06742000579833984,14.779908895492554
0,12,-2.8445473,2.3639915,0.028750055,-2.6583247,0.26264309883117676,0.2480320930480957,0.059575796127319336,15.356362104415894
0,13,-2.8490725,2.5938528,0.032350007,-2.605967,0.2659130096435547,0.3104550838470459,0.07495403289794922,16.0140380859375
0,14,-2.7605467,2.5835037,0.022360615,-2.8573856,0.25891923904418945,0.24013805389404297,0.05842781066894531,16.57771396636963
0,15,-3.5023022,2.9494886,0.027630754,-2.632975,0.24866795539855957,0.4404909610748291,0.05948901176452637,17.332388877868652
0,16,-3.2687159,2.708292,0.04041019,-2.6725957,0.252532958984375,0.2300732135772705,0.06109476089477539,17.882983922958374
0,17,-2.644095,2.2839403,0.024375502,-2.2460816,0.253648042678833,0.24314022064208984,0.17503595352172852,18.560983896255493
0,18,-2.731815,2.352418,0.02746773,-2.0341182,0.2521648406982422,0.3565561771392822,0.05985879898071289,19.23613405227661
0,19,-1.901097,1.5024515,0.036355123,-1.1942403,0.24864888191223145,0.2309730052947998,0.08195114135742188,19.80447292327881
0,20,-1.1600279,1.015162,0.018264312,-0.75227493,0.25008368492126465,0.24189090728759766,2.8497445583343506,23.152747869491577
0,21,-1.4776986,0.76614517,0.021161415,-0.45574313,0.3698248863220215,0.27191591262817383,0.06899309158325195,23.872304916381836
0,22,-0.8792801,0.3462513,0.0114150345,0.054635193,0.26490187644958496,0.23957395553588867,0.05838203430175781,24.441599130630493
0,23,-0.35537067,0.01676824,0.015685208,-0.09857489,0.25728416442871094,0.23919987678527832,0.0575258731842041,25.00246787071228
0,24,-0.3245154,-0.08242879,0.01771989,0.14602304,0.2495102882385254,0.22263717651367188,0.07095170021057129,25.55171489715576
0,25,-0.34290498,-0.2836397,0.01478001,0.29895142,0.2626321315765381,0.3031642436981201,0.05854463577270508,26.18700408935547
0,26,0.32033312,-0.7043594,0.023762016,0.9081238,0.2464282512664795,0.22027111053466797,0.05766153335571289,26.717540979385376
0,27,-0.04568986,-0.5427966,0.015450981,-0.03291033,0.24406194686889648,0.22428011894226074,0.057914018630981445,27.25011110305786
0,28,-0.30306572,-0.23115012,0.019256314,-0.34076017,0.2460939884185791,0.2356252670288086,0.05958962440490723,27.79791808128357
0,29,-0.35598686,0.29110008,0.016079733,-0.3216024,0.26225924491882324,0.21947097778320312,0.05949854850769043,28.34546709060669
0,30,-0.75404227,0.30436584,0.008224053,-0.27746314,0.25917887687683105,0.24851512908935547,3.0356082916259766,31.894623041152954
