Epoch,Step,Critic Real Loss,Critic Synthetic Loss,Critic Interpolated Loss,Generator Synthetic Loss,Critic Training Time Per Step,Generator Training Time Per Step,Overhead Time Per Step,Total Runtime
0,0,52.062912,-52.67781,0.66640943,-7.0517607,2.440441846847534,0.8624420166015625,1.5558562278747559,4.858744144439697
0,1,-29.463602,31.450241,0.087159246,11.766198,1.6859841346740723,0.6562800407409668,0.05707597732543945,7.270367860794067
0,2,12.38103,-10.48,0.077207804,12.993687,1.3971130847930908,0.5302400588989258,0.06110382080078125,9.265020847320557
0,3,23.505959,-22.358698,0.022345275,22.714058,1.4120900630950928,0.5152308940887451,0.06016898155212402,11.259047985076904
0,4,23.778027,-23.15568,0.10187948,-2.4251552,1.3745052814483643,0.5441610813140869,0.060855865478515625,13.245259046554565
0,5,-5.5392294,4.985384,0.029162245,-33.73627,1.3682847023010254,0.5337941646575928,0.05659317970275879,15.210222005844116
0,6,-43.087845,43.84684,0.07122619,-20.520433,1.370589256286621,0.5365822315216064,0.056870460510253906,17.18099880218506
0,7,-10.913254,10.808493,0.09921097,-3.592659,1.4187839031219482,0.5462429523468018,0.06171226501464844,19.213915824890137
0,8,-2.2522411,2.2501004,0.08693993,5.3574247,1.3958451747894287,0.5595269203186035,0.15334177017211914,21.329084873199463
0,9,1.3188192,0.17794788,0.17246428,-14.081831,1.6552181243896484,0.5867199897766113,0.06065201759338379,23.63912796974182
0,10,-17.15089,14.826012,0.0863834,-20.697605,1.497694969177246,0.5608601570129395,1.226928949356079,26.93258500099182
0,11,-21.030167,19.67609,0.07720095,-6.9206915,1.47652006149292,0.5693168640136719,0.05668807029724121,29.04361915588379
0,12,-15.594728,15.668202,0.15546519,-6.7776875,1.4691998958587646,0.5564160346984863,0.056854963302612305,31.13355588912964
0,13,2.8791232,-4.5020695,0.35074896,12.913105,1.429332971572876,0.5357871055603027,0.06002378463745117,33.16509485244751
0,14,-2.3277655,2.8027284,0.15175754,-1.4173338,1.43345308303833,0.539276123046875,0.058190107345581055,35.20252275466919
0,15,-0.96211696,-0.1442697,0.03343228,-0.5117097,1.4373559951782227,0.5429949760437012,0.05728507041931152,37.2469699382782
0,16,7.924641,-7.7185287,0.011821357,18.748253,1.4352960586547852,0.5433158874511719,0.06251025199890137,39.294174909591675
0,17,14.776447,-14.823444,0.009279303,55.64876,1.4282400608062744,0.533200740814209,0.06004524230957031,41.3220489025116
0,18,33.417732,-33.40656,0.018531667,-1.0760572,1.4296839237213135,0.5436091423034668,0.15582489967346191,43.457321882247925
0,19,38.345963,-41.357822,0.080140054,49.60296,1.4536089897155762,0.5684101581573486,0.06257057189941406,45.54995894432068
0,20,70.84395,-72.46602,0.19127919,95.068954,1.4330098628997803,0.5580189228057861,1.2243022918701172,48.77207088470459
0,21,79.80286,-79.77183,0.23291615,88.25738,1.4207501411437988,0.5461328029632568,0.0581362247467041,50.80369591712952
0,22,68.981094,-72.14012,0.22708416,89.44901,1.4291858673095703,0.5554051399230957,0.05910015106201172,52.85396599769592
0,23,93.02191,-89.2587,0.07016658,71.95897,1.429269790649414,0.5432982444763184,0.056822776794433594,54.890506982803345
0,24,66.51384,-65.42188,0.012739381,62.063995,1.427095651626587,0.5401730537414551,0.05789637565612793,56.922181844711304
0,25,65.15203,-65.01257,0.024498347,40.09419,1.4218590259552002,0.5485246181488037,0.05992913246154785,58.95895290374756
0,26,35.26586,-35.312717,0.117793635,38.431408,1.4321188926696777,0.5558948516845703,0.058187246322631836,61.012216091156006
0,27,38.146538,-39.303146,0.1461372,26.984543,1.4275691509246826,0.540269136428833,0.05800294876098633,63.04499411582947
0,28,33.420296,-28.520247,0.7715308,32.267628,1.4289562702178955,0.5483038425445557,0.06223797798156738,65.09074878692627
0,29,35.377895,-34.536457,0.08877328,21.710934,1.414937973022461,0.5382132530212402,0.06445097923278809,67.1149799823761
0,30,20.99406,-19.334892,0.0287366,21.88203,1.4166779518127441,0.5476391315460205,1.3216629028320312,70.40681791305542
0,31,19.659182,-20.250177,0.047727555,11.980663,1.444230079650879,0.5626611709594727,0.06399965286254883,72.48439502716064
0,32,7.885957,-8.185769,0.020529035,0.5942483,1.4383518695831299,0.5198259353637695,0.06214714050292969,74.51204204559326
0,33,-9.208872,9.215554,0.020253789,-15.343294,1.4317288398742676,0.544396162033081,0.06116008758544922,76.55627179145813
0,34,-17.412277,15.774593,0.027649593,-6.710899,1.4277629852294922,0.5305211544036865,0.06558060646057129,78.58626794815063
0,35,10.109094,-10.009586,0.37685084,-1.6038022,1.4267079830169678,0.5491702556610107,0.06329965591430664,80.63234996795654
0,36,2.99441,-2.9799955,0.028554153,1.9027629,1.4265789985656738,0.5373029708862305,0.0632472038269043,82.66546678543091
0,37,9.299654,-10.37614,0.018542849,26.87165,1.4309399127960205,0.5486009120941162,0.06598520278930664,84.71715188026428
0,38,53.37799,-54.30268,0.10114894,55.61656,1.4296338558197021,0.5422470569610596,0.06275415420532227,86.75886392593384
0,39,53.157875,-54.787758,0.037056044,52.293983,1.4222018718719482,0.5315651893615723,0.06584286689758301,88.78603482246399
0,40,53.999275,-56.660004,0.086455114,52.24834,1.4287528991699219,0.5640809535980225,1.303178310394287,92.08903193473816
0,41,56.100033,-57.752064,0.021302637,49.5884,1.4460358619689941,0.5705320835113525,0.060192108154296875,94.17251396179199
0,42,42.73431,-42.10036,0.050706238,38.374973,1.4260921478271484,0.5826921463012695,0.0588536262512207,96.24727296829224
0,43,34.519257,-31.46541,0.034066517,25.817902,1.4334850311279297,0.5402078628540039,0.06210923194885254,98.28919982910156
